10000 204786
3069 3776 4.83009
3069 3860 0.684986
3069 3944 2.38013
3070 3074 2.61439
3070 3104 1.7018
3070 3113 1.66728
3070 3129 1.96808
3070 3132 1.07751
3070 3161 4.79332
3070 3172 4.35683
3070 3213 3.66699
3070 3222 0.292122
3070 3286 3.31364
3070 3331 4.09004
3070 3456 2.54105
3070 3592 4.9898
3070 3614 0.484174
3070 3706 4.4952
3070 3789 2.34135
3070 3809 1.44144
3070 3843 0.929868
3071 3078 1.50277
3071 3115 1.96617
3071 3158 3.88425
3071 3183 0.384821
3071 3380 3.93327
3071 3421 0.52594
3071 3463 1.16051
3071 3517 0.32777
3071 3522 1.34059
3071 3547 3.98892
3071 3584 1.76444
3071 3714 3.40933
3071 3745 2.0821
3071 3766 1.27727
3071 3797 1.19249
3071 3827 0.727187
3071 3836 2.17368
3072 3238 2.95719
3072 3246 2.15208
3072 3314 2.44181
3072 3321 3.55919
3072 3335 3.89851
3072 3354 0.973947
3072 3439 4.27655
3072 3458 1.98862
3072 3514 0.177165
3072 3684 4.39797
3072 3707 3.02603
3072 3717 1.79965
3072 3818 2.39583
3072 3834 3.19004
3072 3838 2.1657
3072 3888 2.86312
3072 3971 2.15416
3072 3975 2.18399
3073 3131 4.61906
3073 3188 2.01082
3073 3273 0.988998
3073 3315 1.52625
3073 3334 1.20477
3073 3348 0.106107
3073 3365 3.53037
3073 3419 4.35057
3073 3444 4.99711
3073 3446 3.56753
3073 3522 1.16323
3073 3535 1.86385
3073 3536 0.609394
3073 3560 3.60167
3073 3595 2.09039
3073 3607 3.67519
3073 3769 1.86158
3073 3845 1.72139
3073 3931 1.2629
3074 3075 2.72014
3074 3128 2.93773
3074 3193 2.55476
3074 3202 1.24507
3074 3209 3.2219
3074 3285 0.286276
3074 3296 2.48719
3074 3300 4.43631
3074 3314 4.8378
3074 3330 3.1779
3074 3395 4.97813
3074 3402 4.98082
3074 3442 0.789113
3074 3444 4.19237
3074 3449 2.88442
3074 3552 2.95288
3074 3558 2.0961
3074 3569 2.93317
3074 3661 3.06782
3074 3685 3.30319
3074 3713 3.48793
3074 3734 4.59442
3074 3770 3.18513
3074 3783 0.120699
3074 3865 2.68225
3074 3873 4.57619
3074 3932 1.77335
3074 3945 4.62128
3074 3974 0.855447
3075 3077 0.299668
3075 3080 1.58428
3075 3097 3.01255
3075 3148 2.1873
3075 3195 1.98451
3075 3205 2.10665
3075 3228 2.12575
3075 3342 1.91562
3075 3360 3.24715
3075 3397 4.24469
3075 3442 1.44532
3075 3527 4.67456
3075 3634 2.54444
3075 3672 3.48197
3075 3688 2.94714
3075 3754 2.64802
3075 3774 1.9294
3075 3840 3.53763
3075 3876 4.63571
3075 3900 1.16118
3075 3919 1.19951
3075 3948 3.65301
3076 3084 1.45102
3076 3164 4.11242
3076 3245 1.84308
3076 3281 3.41347
3076 3354 0.402522
3076 3385 1.15672
3076 3423 4.96568
3076 3424 3.96379
3076 3431 1.77928
3076 3500 2.64708
3076 3800 4.94308
3076 3907 0.127028
3077 3081 1.66227
3077 3175 1.18644
3077 3222 3.46554
3077 3224 4.55674
3077 3305 3.29448
3077 3324 3.97454
3077 3338 3.83329
3077 3435 0.278479
3077 3462 4.26641
3077 3484 3.70512
3077 3575 2.41258
3077 3601 3.42099
3077 3607 3.43587
3077 3613 0.185436
3077 3615 0.95668
3077 3678 3.41081
3077 3759 1.94823
3077 3837 4.41353
3077 3964 3.57483
3078 3106 0.583895
3078 3177 4.61194
3078 3220 1.19878
3078 3271 0.309658
3078 3307 2.87119
3078 3372 4.444
3078 3429 0.805256
3078 3456 4.18106
3078 3481 2.36362
3078 3541 2.31967
3078 3713 0.345095
3078 3757 2.89639
3078 3762 2.86738
3078 3805 1.066
3078 3831 2.60557
3078 3875 3.06612
3078 3953 2.17792
3079 3095 0.978713
3079 3131 1.31438
3079 3150 3.97218
3079 3202 4.3897
3079 3236 2.1058
3079 3271 1.18842
3079 3289 2.24089
3079 3363 0.235909
3079 3372 2.66737
3079 3386 2.4646
3079 3438 3.27414
3079 3485 1.24883
3079 3558 1.21355
3079 3570 0.910161
3079 3572 4.04239
3079 3617 2.60407
3079 3658 3.24194
3079 3659 2.30135
3079 3728 3.73513
3079 3729 4.58242
3079 3731 0.920891
3079 3766 3.73428
3079 3896 3.98538
3079 3910 0.773009
3079 3928 0.449292
3079 3985 4.28807
3080 3088 0.389288
3080 3094 1.77136
3080 3114 3.14461
3080 3209 1.77732
3080 3231 4.80811
3080 3249 4.37621
3080 3403 4.31927
3080 3416 3.4499
3080 3448 4.98167
3080 3543 4.89196
3080 3691 0.373144
3080 3822 3.88325
3080 3947 0.966216
3080 3956 0.797755
3080 3990 0.495802
3081 3111 4.03665
3081 3151 1.45011
3081 3158 3.66893
3081 3180 4.40181
3081 3244 2.02685
3081 3260 0.667996
3081 3292 3.43454
3081 3352 1.28813
3081 3414 3.21295
3081 3448 3.8238
3081 3481 4.68841
3081 3500 2.50555
3081 3552 3.96004
3081 3642 1.15879
3081 3646 0.868994
3081 3712 2.83455
3081 3719 1.17248
3081 3730 2.09013
3081 3739 0.366578
3081 3787 0.827419
3081 3840 3.41301
3081 3860 4.61326
3081 3889 3.41041
3081 3999 0.907283
3082 3184 0.931891
3082 3279 3.53596
3082 3331 4.3543
3082 3399 0.388086
3082 3446 2.01111
3082 3567 2.35233
3082 3572 3.49923
3082 3614 3.64699
3082 3728 0.390341
3082 3751 2.62435
3082 3768 1.77937
3082 3778 4.60862
3082 3807 0.365318
3082 3874 0.26759
3082 3922 2.56211
3083 3093 1.25058
3083 3135 0.256462
3083 3154 4.89575
3083 3160 4.49355
3083 3345 0.389161
3083 3351 2.11415
3083 3368 4.54264
3083 3398 0.260466
3083 3441 3.3782
3083 3505 3.10091
3083 3513 0.88682
3083 3671 1.777
3083 3674 1.59925
3083 3680 2.87886
3083 3733 2.49054
3083 3790 2.69251
3083 3900 1.5041
3083 3910 4.28417
3083 3913 0.663077
3084 3105 1.23975
3084 3109 2.45557
3084 3120 0.116164
3084 3128 2.8279
3084 3161 2.11427
3084 3175 4.21412
3084 3182 3.0599
3084 3223 1.27025
3084 3316 1.31551
3084 3510 0.197621
3084 3569 3.52655
3084 3614 1.64462
3084 3662 3.06275
3084 3682 1.6864
3084 3758 2.79313
3084 3799 4.23022
3084 3871 0.567816
3084 3909 1.00603
3084 3917 2.86155
3084 3933 1.09549
3084 3944 2.65358
3085 3107 2.17086
3085 3157 4.94462
3085 3188 4.74988
3085 3232 3.11802
3085 3239 4.35655
3085 3282 0.675076
3085 3428 1.15668
3085 3434 0.917879
3085 3651 4.06482
3085 3684 3.31948
3085 3711 0.459636
3085 3816 1.60114
3085 3832 2.02297
3085 3862 1.21555
3085 3867 1.2604
3085 3900 1.80346
3086 3097 2.57748
3086 3151 3.37022
3086 3166 2.9392
3086 3212 4.67561
3086 3255 0.472292
3086 3305 3.52621
3086 3385 4.91898
3086 3433 2.98695
3086 3525 2.96133
3086 3574 2.81356
3086 3601 1.34805
3086 3628 1.65651
3086 3745 1.74775
3086 3786 4.85536
3086 3917 4.72076
3086 3952 4.76494
3086 3967 0.272653
3086 3988 3.19852
3087 3120 2.89244
3087 3153 3.12224
3087 3154 0.831504
3087 3262 2.79181
3087 3280 2.25885
3087 3305 3.58254
3087 3419 1.33365
3087 3460 0.849026
3087 3587 4.61023
3087 3648 0.392281
3087 3665 4.02663
3087 3668 2.34969
3087 3686 2.26045
3087 3734 1.52965
3087 3767 0.603471
3087 3789 0.847687
3087 3811 3.15285
3087 3946 1.19226
3087 3977 0.981892
3088 3158 2.09079
3088 3190 4.20265
3088 3305 2.46152
3088 3327 3.01725
3088 3362 1.37704
3088 3391 4.57563
3088 3422 2.74962
3088 3513 3.26867
3088 3539 4.48854
3088 3565 2.7114
3088 3584 1.85465
3088 3622 4.26157
3088 3634 4.74313
3088 3691 3.5581
3088 3693 0.434664
3088 3754 1.52793
3088 3760 0.181436
3088 3786 3.32216
3088 3803 2.12872
3088 3813 1.03525
3088 3817 4.39744
3088 3936 2.67944
3088 3992 2.06633
3088 3994 2.30181
3089 3192 3.10452
3089 3245 4.30643
3089 3442 1.71002
3089 3459 0.421864
3089 3525 3.76995
3089 3557 0.812492
3089 3578 2.19461
3089 3580 4.82075
3089 3588 1.87531
3089 3602 2.991
3089 3632 3.21506
3089 3677 4.56455
3089 3712 0.171048
3089 3811 3.99935
3089 3929 4.86639
3089 3989 4.44988
3090 3139 4.26523
3090 3154 1.32213
3090 3166 2.57044
3090 3284 0.853532
3090 3336 3.13461
3090 3411 3.64669
3090 3473 2.64626
3090 3474 0.288918
3090 3561 4.84047
3090 3573 1.10117
3090 3660 3.35853
3090 3680 3.72802
3090 3701 4.26453
3090 3718 3.30495
3091 3146 2.95704
3091 3163 4.93712
3091 3179 1.69262
3091 3269 1.38816
3091 3318 1.85062
3091 3362 3.39918
3091 3545 1.16951
3091 3573 0.816138
3091 3664 2.39639
3091 3698 0.939788
3091 3740 0.72978
3091 3768 2.98977
3091 3789 3.34827
3091 3834 0.643786
3091 3916 1.67485
3091 3952 0.363248
3091 3995 1.63075
3092 3127 1.77837
3092 3153 3.76605
3092 3176 2.51318
3092 3233 2.03418
3092 3273 4.57034
3092 3283 0.458022
3092 3309 0.451731
3092 3356 0.498226
3092 3518 3.19827
3092 3548 2.29894
3092 3620 1.04025
3092 3709 0.647197
3092 3722 2.37923
3092 3734 2.25121
3092 3791 1.0576
3092 3815 3.10545
3092 3823 3.79535
3092 3881 0.672051
3092 3907 1.10523
3092 3929 2.8003
3092 3933 0.864012
3093 3133 2.61506
3093 3163 2.27584
3093 3169 4.27938
3093 3185 3.77054
3093 3192 3.8495
3093 3242 0.713709
3093 3427 3.07054
3093 3436 2.69778
3093 3490 4.33371
3093 3507 1.70375
3093 3552 3.84904
3093 3568 1.48552
3093 3592 4.64271
3093 3885 0.274366
3093 3959 0.426369
3093 3971 1.00149
3094 3146 1.69559
3094 3221 2.79071
3094 3245 1.56018
3094 3306 1.9247
3094 3344 0.109994
3094 3691 1.04995
3094 3708 4.14304
3094 3754 2.7033
3094 3795 0.115418
3094 3816 0.671264
3094 3988 0.192175
3095 3183 2.49377
3095 3229 0.402136
3095 3257 0.919693
3095 3278 3.5308
3095 3375 0.621749
3095 3388 2.45629
3095 3437 4.61683
3095 3487 3.41566
3095 3649 4.3162
3095 3682 2.879
3096 3141 2.06291
3096 3147 3.0183
3096 3231 4.31026
3096 3351 0.243535
3096 3382 1.05787
3096 3757 1.45501
3096 3803 0.146934
3096 3858 3.28495
3096 3885 0.94742
3096 3963 0.331712
3096 3991 1.18157
3097 3102 2.82586
3097 3184 0.737981
3097 3240 1.82576
3097 3272 4.97396
3097 3300 0.441904
3097 3302 3.94207
3097 3338 2.70804
3097 3380 1.03858
3097 3384 2.659
3097 3527 2.78386
3097 3554 2.31768
3097 3560 4.50074
3097 3585 3.12414
3097 3643 1.12058
3097 3659 1.78086
3097 3700 0.726139
3097 3876 1.70927
3097 3914 0.762641
3097 3948 1.11436
3098 3188 1.66333
3098 3227 4.07496
3098 3246 1.57682
3098 3274 0.255138
3098 3278 3.1895
3098 3335 0.313787
3098 3356 4.84499
3098 3386 4.40415
3098 3418 1.4553
3098 3431 2.48567
3098 3470 4.73132
3098 3513 1.61193
3098 3528 2.51991
3098 3713 3.78505
3098 3742 3.21269
3098 3750 4.59479
3098 3755 1.51389
3098 3830 0.496833
3098 3892 2.58868
3098 3925 4.88552
3099 3129 2.42484
3099 3131 2.14304
3099 3205 3.16274
3099 3225 1.51823
3099 3508 2.46477
3099 3575 0.756731
3099 3789 3.37318
3099 3835 4.87228
3099 3841 1.85641
3100 3119 1.50316
3100 3212 0.689898
3100 3234 2.11598
3100 3345 1.04112
3100 3350 0.645154
3100 3497 2.46578
3100 3542 3.13819
3100 3570 0.52614
3100 3616 3.36165
3100 3644 3.90753
3100 3673 1.23172
3100 3717 3.89214
3100 3755 4.74172
3100 3792 4.82363
3100 3809 1.40926
3100 3917 4.42413
3100 3946 0.534449
3101 3160 1.2681
3101 3222 0.269324
3101 3283 0.371643
3101 3321 0.128138
3101 3376 4.85191
3101 3420 0.347165
3101 3620 1.80262
3101 3736 0.278977
3101 3819 0.897563
3101 3919 3.97906
3101 3944 4.38131
3101 3993 3.71984
3102 3179 2.01526
3102 3190 0.743172
3102 3230 1.84764
3102 3247 3.14787
3102 3322 3.06893
3102 3550 4.43481
3102 3576 3.99011
3102 3595 1.93609
3102 3724 2.73934
3102 3745 0.10964
3102 3858 2.70066
3102 3907 3.3727
3102 3944 1.37242
3103 3114 3.81426
3103 3225 1.16367
3103 3236 1.33672
3103 3300 3.26965
3103 3606 4.9637
3103 3678 4.49635
3103 3680 2.22204
3103 3775 3.04926
3103 3821 3.84608
3103 3849 4.07952
3103 3959 1.24131
3104 3109 4.5981
3104 3156 4.31026
3104 3233 4.2364
3104 3295 2.04665
3104 3302 1.44445
3104 3346 1.78578
3104 3438 1.01131
3104 3446 0.6562
3104 3480 0.775336
3104 3524 4.68848
3104 3565 0.32356
3104 3601 0.796344
3104 3628 0.651011
3104 3629 2.54286
3104 3664 0.22349
3104 3679 1.69463
3104 3725 3.71644
3104 3758 1.84499
3104 3951 2.65232
3105 3171 0.812984
3105 3214 4.98622
3105 3225 3.27304
3105 3230 0.696326
3105 3327 2.91165
3105 3370 4.50418
3105 3458 3.78227
3105 3509 2.22494
3105 3535 0.310512
3105 3690 2.35945
3105 3692 3.47796
3105 3702 3.61352
3105 3758 0.260128
3105 3807 0.216553
3105 3854 1.71447
3105 3961 2.78233
3106 3125 3.69283
3106 3156 1.65685
3106 3290 2.16724
3106 3316 1.67285
3106 3382 2.4525
3106 3503 3.32853
3106 3552 2.66756
3106 3596 3.33361
3106 3631 3.97652
3106 3669 1.00314
3106 3694 2.46818
3106 3768 4.71365
3106 3825 1.77871
3106 3895 4.53385
3106 3940 4.93206
3106 3982 2.5028
3107 3143 2.96902
3107 3349 3.47514
3107 3352 0.502256
3107 3368 2.98738
3107 3451 0.166437
3107 3458 2.70632
3107 3511 2.56052
3107 3549 4.09371
3107 3609 4.57147
3107 3693 0.124325
3107 3755 4.5817
3107 3767 2.70241
3107 3780 1.23891
3107 3809 3.94042
3107 3866 0.74675
3107 3872 0.716719
3107 3916 4.06772
3107 3925 2.81262
3107 3945 3.93371
3107 3999 4.45928
3108 3114 4.18003
3108 3212 3.69777
3108 3245 3.01437
3108 3248 1.71785
3108 3253 1.27364
3108 3285 3.52439
3108 3311 1.1778
3108 3385 2.09903
3108 3503 0.450234
3108 3517 1.23333
3108 3537 0.330128
3108 3634 0.901831
3108 3650 2.54696
3108 3661 4.907
3108 3679 0.521337
3108 3707 3.83278
3108 3779 4.96597
3108 3792 3.60111
3108 3967 3.87629
3108 3974 1.22798
3108 3988 1.69583
3109 3130 2.56396
3109 3238 4.76763
3109 3239 0.420662
3109 3305 3.78713
3109 3366 2.63957
3109 3413 1.91474
3109 3527 2.9695
3109 3543 0.607232
3109 3633 1.08632
3109 3870 0.522458
3109 3904 0.385461
3109 3905 2.64404
3109 3949 3.76787
3109 3959 0.613923
3109 3988 1.0751
3110 3188 4.16478
3110 3259 3.57674
3110 3296 2.78074
3110 3385 3.98036
3110 3423 3.78096
3110 3450 3.07649
3110 3484 4.43131
3110 3536 2.26153
3110 3576 4.45543
3110 3578 2.01528
3110 3584 1.00802
3110 3644 3.95808
3110 3681 3.27934
3110 3746 1.44884
3110 3946 2.92609
3111 3160 1.37071
3111 3181 3.81136
3111 3213 4.5585
3111 3221 3.3273
3111 3231 1.51532
3111 3278 1.37461
3111 3336 4.00679
3111 3404 4.31652
3111 3436 1.56741
3111 3464 0.819538
3111 3471 4.47669
3111 3485 2.72141
3111 3531 1.87982
3111 3573 1.15688
3111 3604 3.77018
3111 3655 2.33147
3111 3675 4.55728
3111 3699 2.35979
3111 3921 3.78845
3112 3196 0.99219
3112 3261 2.39822
3112 3273 1.46801
3112 3303 2.1662
3112 3605 0.365133
3112 3606 2.33047
3112 3610 1.74274
3112 3693 0.372716
3112 3705 3.63244
3112 3775 3.24679
3112 3823 3.57919
3112 3858 3.01285
3112 3872 1.45812
3113 3114 2.31462
3113 3165 4.52672
3113 3176 0.475263
3113 3193 0.629746
3113 3213 3.8861
3113 3226 4.39335
3113 3246 4.07744
3113 3280 2.62293
3113 3291 4.12229
3113 3339 3.39567
3113 3410 3.61587
3113 3453 2.79315
3113 3488 1.36575
3113 3514 4.4898
3113 3599 1.04357
3113 3602 0.225233
3113 3609 4.5861
3113 3655 4.68689
3113 3783 0.217561
3113 3897 3.60816
3113 3914 2.61347
3113 3996 3.55493
3114 3127 3.65015
3114 3209 1.44944
3114 3264 0.40467
3114 3291 1.69117
3114 3410 2.19681
3114 3509 3.55096
3114 3525 2.8157
3114 3551 0.586654
3114 3565 1.79847
3114 3601 1.15521
3114 3652 0.997746
3114 3700 0.975033
3114 3728 1.95739
3114 3757 2.91354
3114 3776 2.02662
3114 3822 2.22019
3114 3891 2.06219
3114 3892 0.941596
3114 3928 2.88413
3114 3943 2.78183
3115 3173 4.2097
3115 3248 2.84647
3115 3301 3.97387
3115 3497 0.208474
3115 3558 3.16884
3115 3652 1.20853
3115 3885 2.57707
3115 3970 4.80569
3115 3977 3.43028
3116 3178 1.29913
3116 3249 4.17364
3116 3327 2.19804
3116 3337 1.10365
3116 3340 3.78078
3116 3364 3.35137
3116 3448 0.843373
3116 3460 4.19043
3116 3525 1.90012
3116 3598 4.27867
3116 3668 1.54997
3116 3683 4.96187
3116 3684 4.51329
3116 3720 0.52505
3116 3725 2.69684
3116 3857 3.244
3116 3919 3.73149
3116 3958 2.27567
3117 3186 3.83043
3117 3196 1.84096
3117 3199 2.82437
3117 3354 4.10567
3117 3361 0.642318
3117 3363 2.60931
3117 3368 0.248043
3117 3371 2.93013
3117 3438 2.25939
3117 3532 1.51263
3117 3580 2.26089
3117 3648 0.946648
3117 3661 1.87952
3117 3719 2.55698
3117 3841 3.60606
3117 3939 4.2246
3117 3956 4.05739
3117 3963 0.698914
3118 3193 4.9767
3118 3238 3.9678
3118 3343 4.12626
3118 3397 2.10746
3118 3401 3.94689
3118 3403 3.14467
3118 3417 4.42862
3118 3450 2.10041
3118 3568 1.7609
3118 3661 0.4058
3118 3688 0.112096
3118 3744 0.972539
3118 3758 3.08755
3118 3795 2.95174
3118 3817 2.63265
3118 3840 0.465185
3118 3894 0.299147
3118 3902 3.05403
3118 3997 3.34428
3119 3130 2.55165
3119 3158 2.09826
3119 3260 0.736566
3119 3327 4.14792
3119 3370 0.931309
3119 3469 3.45347
3119 3575 1.88976
3119 3589 0.650191
3119 3640 1.40846
3119 3644 2.72423
3119 3738 1.31379
3119 3849 1.01795
3119 3867 3.96946
3119 3869 2.82963
3119 3888 4.70625
3119 3951 2.62514
3120 3144 2.45807
3120 3178 4.25393
3120 3191 3.87118
3120 3196 0.268442
3120 3403 0.5229
3120 3486 0.223412
3120 3487 1.91491
3120 3514 4.36016
3120 3554 2.65797
3120 3563 3.81775
3120 3627 2.54631
3120 3668 3.12665
3120 3806 2.92825
3120 3834 0.493638
3120 3936 2.87888
3120 3993 2.32171
3120 3994 4.41869
3121 3224 1.62032
3121 3232 4.90861
3121 3365 0.678565
3121 3524 1.85415
3121 3593 3.201
3121 3662 0.734971
3121 3721 1.59175
3121 3753 3.41642
3121 3802 3.83374
3122 3128 3.15058
3122 3145 0.318157
3122 3150 2.00086
3122 3158 4.38058
3122 3199 3.35599
3122 3209 4.40076
3122 3328 4.32253
3122 3409 4.16117
3122 3492 1.45187
3122 3515 2.22556
3122 3517 2.91699
3122 3645 1.71368
3122 3660 2.42296
3122 3702 0.861941
3122 3744 3.74148
3122 3835 0.540684
3122 3902 4.60769
3122 3924 2.99216
3122 3996 1.13311
3123 3138 2.95647
3123 3184 4.69304
3123 3240 3.01148
3123 3269 4.35822
3123 3273 2.26968
3123 3311 2.6334
3123 3330 3.05984
3123 3377 3.78007
3123 3411 4.73183
3123 3439 2.96118
3123 3497 4.42828
3123 3543 3.48884
3123 3565 4.30324
3123 3577 1.73198
3123 3619 4.85849
3123 3767 2.2401
3123 3803 2.10685
3123 3861 3.42318
3123 3864 3.10184
3123 3937 1.38889
3123 3945 3.76879
3124 3127 4.54913
3124 3141 2.764
3124 3187 1.43107
3124 3299 0.660539
3124 3309 3.73285
3124 3421 4.76915
3124 3481 3.25947
3124 3484 1.76844
3124 3501 4.79744
3124 3583 0.606688
3124 3587 3.81366
3124 3689 1.67518
3124 3714 0.972342
3124 3791 1.00455
3124 3947 3.89244
3124 3966 0.553674
3124 3990 1.19306
3124 3992 2.81063
3124 3994 0.852016
3125 3266 4.694
3125 3304 1.13133
3125 3346 3.74005
3125 3378 1.58976
3125 3413 4.9229
3125 3437 0.819441
3125 3537 2.18525
3125 3641 4.49928
3125 3652 1.21548
3125 3711 2.53664
3125 3719 2.94573
3125 3782 1.66752
3125 3823 3.78557
3125 3935 4.1705
3125 3975 1.6584
3125 3990 2.14653
3126 3159 1.71374
3126 3173 2.65143
3126 3191 0.777379
3126 3249 4.02387
3126 3370 0.927748
3126 3463 2.86015
3126 3470 0.953685
3126 3485 4.39881
3126 3544 0.955075
3126 3550 3.12581
3126 3711 0.100066
3126 3712 0.708443
3126 3738 2.01672
3126 3749 3.54894
3126 3780 1.11629
3126 3921 2.81971
3126 3925 1.85858
3127 3130 4.31198
3127 3134 3.39104
3127 3167 2.19398
3127 3177 2.52106
3127 3267 3.87771
3127 3270 2.10911
3127 3281 4.21984
3127 3311 4.83418
3127 3366 1.79393
3127 3457 1.48484
3127 3597 4.16319
3127 3825 0.922483
3127 3888 2.62341
3127 3919 2.79557
3128 3134 1.18815
3128 3147 2.97712
3128 3167 3.29224
3128 3236 4.20825
3128 3339 3.1447
3128 3414 0.792596
3128 3426 3.16901
3128 3594 1.3349
3128 3625 4.03231
3128 3666 2.52748
3128 3686 1.61043
3128 3714 4.53257
3128 3741 4.74497
3128 3745 1.67316
3128 3802 4.78015
3128 3855 1.72439
3128 3877 1.42463
3128 3971 3.9096
3129 3151 3.19076
3129 3155 3.85397
3129 3163 4.78642
3129 3175 3.19263
3129 3296 4.03738
3129 3302 2.08733
3129 3304 3.06527
3129 3325 3.99028
3129 3394 1.95553
3129 3446 1.63842
3129 3502 2.87183
3129 3558 3.98697
3129 3633 1.5432
3129 3711 0.909568
3129 3749 3.57091
3129 3769 1.15696
3129 3770 4.05257
3129 3792 3.50877
3129 3831 4.63409
3129 3833 3.24424
3129 3865 3.86951
3129 3868 0.662651
3129 3897 2.65054
3129 3967 3.35277
3129 3997 2.6697
3130 3135 3.65995
3130 3146 4.97118
3130 3159 0.767271
3130 3220 2.26736
3130 3333 2.7141
3130 3396 3.11437
3130 3425 4.24782
3130 3457 0.523417
3130 3571 0.847469
3130 3681 3.47949
3130 3701 0.937897
3130 3705 2.79869
3130 3708 3.40796
3130 3740 2.11451
3130 3810 3.20675
3130 3897 0.153852
3130 3909 2.45455
3131 3138 3.7627
3131 3214 3.69682
3131 3291 2.70656
3131 3306 1.85532
3131 3341 1.87042
3131 3369 1.98233
3131 3386 4.573
3131 3423 0.295558
3131 3516 3.63932
3131 3592 4.11112
3131 3667 1.27539
3131 3763 0.202339
3131 3808 0.564733
3131 3929 2.55872
3131 3950 1.12243
3132 3195 3.70323
3132 3312 3.36021
3132 3343 0.133349
3132 3372 4.46534
3132 3378 4.53307
3132 3452 2.8939
3132 3477 1.02466
3132 3553 2.94223
3132 3645 4.29272
3132 3682 1.0903
3132 3697 1.51895
3132 3703 4.62724
3132 3715 0.232315
3132 3732 0.679483
3132 3852 3.61018
3132 3884 3.42943
3132 3885 3.68987
3132 3922 1.05257
3132 3925 4.15916
3133 3216 2.12825
3133 3222 4.3176
3133 3331 2.15493
3133 3435 1.66931
3133 3439 3.40757
3133 3561 3.28593
3133 3678 2.90719
3133 3688 1.38283
3133 3783 0.185903
3133 3788 4.08976
3133 3844 2.80287
3133 3867 3.48933
3133 3903 0.246262
3134 3146 1.92592
3134 3265 3.05301
3134 3339 0.810506
3134 3351 1.98282
3134 3438 1.85363
3134 3464 0.474371
3134 3495 1.09282
3134 3573 3.06332
3134 3598 4.64743
3134 3678 2.00447
3134 3893 3.2889
3134 3909 1.35196
3134 3966 4.60698
3134 3983 3.1915
3135 3183 2.92561
3135 3191 0.417635
3135 3277 3.5923
3135 3390 4.72315
3135 3468 3.96916
3135 3564 2.88636
3135 3582 0.75228
3135 3601 2.87155
3135 3622 1.22349
3135 3642 2.66681
3135 3687 0.742207
3135 3720 1.64099
3135 3743 1.32237
3135 3968 2.11569
3136 3152 0.113799
3136 3165 3.68477
3136 3169 3.68107
3136 3173 3.40307
3136 3190 2.05388
3136 3214 2.00016
3136 3233 0.365113
3136 3280 2.40257
3136 3489 1.84211
3136 3492 3.65389
3136 3584 2.31082
3136 3608 1.9095
3136 3714 1.10429
3136 3756 4.23455
3136 3774 3.58055
3136 3849 3.37843
3136 3907 3.48422
3136 3916 2.2467
3136 3970 1.77182
3136 3982 3.557
3137 3168 3.94029
3137 3267 4.53955
3137 3293 1.92722
3137 3300 2.68803
3137 3368 4.64715
3137 3428 3.68355
3137 3542 4.69726
3137 3574 4.54225
3137 3643 4.265
3137 3667 4.54933
3137 3670 0.862793
3137 3678 4.11068
3137 3701 0.487904
3137 3925 4.2206
3137 3990 4.92475
3138 3234 4.43124
3138 3270 0.974571
3138 3296 4.47636
3138 3354 4.48225
3138 3377 2.83631
3138 3382 2.97159
3138 3400 1.87641
3138 3482 4.22298
3138 3498 1.65909
3138 3524 2.36819
3138 3528 2.35319
3138 3534 1.21302
3138 3543 1.56948
3138 3548 0.938068
3138 3578 4.51147
3138 3798 0.945765
3138 3883 4.68046
3139 3277 3.47667
3139 3315 4.6341
3139 3390 3.05254
3139 3458 4.04121
3139 3487 0.764957
3139 3510 1.40919
3139 3525 2.75006
3139 3539 1.9593
3139 3540 2.02529
3139 3553 3.14618
3139 3554 2.80698
3139 3605 3.12545
3139 3613 4.19991
3139 3614 3.85031
3139 3802 4.33472
3139 3812 4.14689
3139 3813 0.909651
3139 3883 4.84371
3139 3931 0.224278
3139 3942 4.57982
3139 3972 3.22395
3140 3325 1.36666
3140 3359 0.167629
3140 3364 1.89261
3140 3426 0.381388
3140 3444 2.60625
3140 3467 2.17155
3140 3478 3.57922
3140 3525 1.9567
3140 3531 0.944727
3140 3563 3.43895
3140 3592 1.44688
3140 3605 2.52333
3140 3622 4.04224
3140 3684 0.210394
3140 3723 3.90933
3140 3738 1.14037
3140 3796 3.76277
3140 3811 0.853424
3140 3836 2.61286
3140 3948 0.766363
3141 3219 0.988042
3141 3226 3.56166
3141 3280 4.0684
3141 3338 3.77006
3141 3471 3.44588
3141 3504 3.28615
3141 3548 4.79777
3141 3568 2.55533
3141 3595 4.42291
3141 3744 2.18181
3141 3780 0.312612
3141 3848 1.9814
3141 3850 3.18815
3141 3880 3.446
3141 3929 2.50481
3141 3955 4.93559
3141 3985 4.7791
3142 3169 1.20156
3142 3203 0.416389
3142 3230 1.26207
3142 3241 0.666399
3142 3281 3.30491
3142 3291 0.877346
3142 3311 2.44865
3142 3410 3.01748
3142 3545 2.40063
3142 3552 3.88577
3142 3558 1.93993
3142 3604 1.43805
3142 3728 0.375311
3142 3785 3.04228
3142 3789 4.06804
3142 3859 0.217139
3142 3921 0.671127
3142 3978 0.400797
3142 3982 4.82192
3142 3994 3.66429
3143 3145 0.426046
3143 3171 1.30395
3143 3264 0.649172
3143 3278 0.471937
3143 3283 1.85808
3143 3319 3.85312
3143 3340 4.09974
3143 3354 3.02205
3143 3402 2.02467
3143 3517 2.77849
3143 3541 1.87363
3143 3578 1.64233
